seq_id,primary_label,secondary_label,global_index
FEV000687,0,10,548
FEV000688,0,10,549
FEV000690,0,10,550
FEV000691,0,10,551
FEV000692,0,10,552
FEV000693,0,10,553
FEV000694,0,10,554
FEV000695,0,10,555
FEV000696,0,10,556
FEV000697,0,10,557
FEV000698,0,10,558
FEV000701,0,10,559
FEV000702,0,10,560
FEV000703,0,10,561
FEV000704,0,10,562
FEV000705,0,10,563
FEV000706,0,10,564
FEV000707,0,10,565
FEV000708,0,10,566
FEV000709,0,10,567
FEV000711,0,10,568
FEV000712,0,10,569
FEV000713,0,10,570
FEV000715,0,10,571
FEV000716,0,10,572
FEV000719,0,10,573
FEV000720,0,10,574
FEV000721,0,10,575
FEV000722,0,10,576
FEV000725,0,10,577
FEV000726,0,10,578
FEV000727,0,10,579
FEV000728,0,10,580
FEV000730,0,10,581
FEV000732,0,10,582
FEV000734,0,10,583
FEV000735,0,10,584
FEV000736,0,10,585
FEV000737,0,10,586
FEV000738,0,10,587
FEV000739,0,10,588
FEV000740,0,10,589
FEV000742,0,10,590
FEV000743,0,10,591
FEV000744,0,10,592
FEV000745,0,10,593
FEV000746,0,10,594
FEV000748,0,10,595
FEV000749,0,10,596
FEV000750,0,10,597
FEV000751,0,10,598
FEV000752,0,10,599
FEV000755,0,10,600
FEV000756,0,10,601
FEV000757,0,10,602
FEV000758,0,10,603
FEV000759,0,10,604
FEV000760,0,10,605
FEV000762,0,10,606
FEV000763,0,10,607
FEV000764,0,10,608
FEV000765,0,10,609
FEV000766,0,10,610
FEV000768,0,10,611
FEV000773,0,10,612
FEV000774,0,10,613
FEV000777,0,10,614
FEV000778,0,10,615
FEV000779,0,10,616
FEV000780,0,10,617
FEV000781,0,10,618
FEV000782,0,10,619
FEV000783,0,10,620
FEV000784,0,10,621
FEV000786,0,10,622
FEV000787,0,10,623
FEV000789,0,10,624
FEV000790,0,10,625
FEV000791,0,10,626
FEV000792,0,10,627
FEV000793,0,10,628
FEV000795,0,10,629
FEV000796,0,10,630
FEV000797,0,10,631
FEV000799,0,10,632
FEV000800,0,10,633
FEV000801,0,10,634
FEV000802,0,10,635
FEV000803,0,10,636
FEV000804,0,10,637
FEV000806,0,10,638
FEV000808,0,10,639
FEV000809,0,10,640
FEV000810,0,10,641
FEV000811,0,10,642
FEV000812,0,10,643
FEV000813,0,10,644
FEV000814,0,10,645
FEV000817,0,10,646
FEV000818,0,10,647
FEV000819,0,10,648
FEV000820,0,10,649
FEV000821,0,10,650
FEV000822,0,10,651
FEV000825,0,10,652
FEV000827,0,10,653
FEV000829,0,10,654
FEV000830,0,10,655
FEV000832,0,10,656
FEV000834,0,10,657
FEV000835,0,10,658
FEV000836,0,10,659
FEV000837,0,10,660
FEV000838,0,10,661
FEV000839,0,10,662
FEV000841,0,10,663
FEV000842,0,10,664
FEV000845,0,10,665
FEV000846,0,10,666
FEV000848,0,10,667
FEV000849,0,10,668
FEV000850,0,10,669
FEV000851,0,10,670
FEV000853,0,10,671
FEV000856,0,10,672
FEV000857,0,10,673
FEV000858,0,10,674
FEV000859,0,10,675
FEV000860,0,10,676
FEV000862,0,10,677
FEV000863,0,10,678
FEV000865,0,10,679
FEV000866,0,10,680
FEV000867,0,10,681
FEV000868,0,10,682
FEV000869,0,10,683
FEV000870,0,10,684
FEV000872,0,10,685
FEV000874,0,10,686
FEV000875,0,10,687
FEV000876,0,10,688
FEV000878,0,10,689
FEV000880,0,10,690
FEV000881,0,10,691
FEV000882,0,10,692
FEV000883,0,10,693
FEV000884,0,10,694
FEV000885,0,10,695
FEV000886,0,10,696
FEV000887,0,10,697
FEV000888,0,10,698
FEV000889,0,10,699
FEV000890,0,10,700
FEV000891,0,10,701
FEV000892,0,10,702
FEV000893,0,10,703
FEV000894,0,10,704
FEV000897,0,10,705
FEV000898,0,10,706
FEV000899,0,10,707
FEV000901,0,10,708
FEV000903,0,10,709
FEV000904,0,10,710
FEV000905,0,10,711
FEV000906,0,10,712
FEV000907,0,10,713
FEV000908,0,10,714
FEV000909,0,10,715
FEV000910,0,10,716
FEV000911,0,10,717
FEV000912,0,10,718
FEV000913,0,10,719
FEV000914,0,10,720
FEV000916,0,10,721
FEV000917,0,10,722
FEV000918,0,10,723
FEV000921,0,10,724
FEV000922,0,10,725
FEV000924,0,10,726
FEV000927,0,10,727
FEV000928,0,10,728
FEV000930,0,10,729
FEV000931,0,10,730
FEV000932,0,10,731
FEV000933,0,10,732
FEV000934,0,10,733
FEV000935,0,10,734
FEV000936,0,10,735
FEV000937,0,10,736
FEV000938,0,10,737
FEV000939,0,10,738
FEV000940,0,10,739
FEV000941,0,10,740
FEV000942,0,10,741
FEV000943,0,10,742
FEV000945,0,10,743
FEV000946,0,10,744
FEV000948,0,10,745
FEV000949,0,10,746
FEV000950,0,10,747
FEV000953,0,10,748
FEV000956,0,10,749
FEV000958,0,10,750
FEV000959,0,10,751
FEV000961,0,10,752
FEV000962,0,10,753
FEV000963,0,10,754
FEV000964,0,10,755
FEV000965,0,10,756
FEV000966,0,10,757
FEV000968,0,10,758
FEV000969,0,10,759
FEV000970,0,10,760
FEV000971,0,10,761
FEV000973,0,10,762
FEV000974,0,10,763
FEV000975,0,10,764
FEV000977,0,10,765
FEV000978,0,10,766
FEV000979,0,10,767
FEV000980,0,10,768
FEV000982,0,10,769
FEV000983,0,10,770
FEV000984,0,10,771
FEV000986,0,10,772
FEV000988,0,10,773
FEV000989,0,10,774
FEV000991,0,10,775
FEV000994,0,10,776
FEV000995,0,10,777
FEV000997,0,10,778
FEV000998,0,10,779
FEV000999,0,10,780
FEV001000,0,10,781
FEV001001,0,10,782
FEV001002,0,10,783
FEV001003,0,10,784
FEV001004,0,10,785
FEV001005,0,10,786
FEV001006,0,10,787
FEV001007,0,10,788
FEV001008,0,10,789
FEV001009,0,10,790
FEV001010,0,10,791
FEV001011,0,10,792
FEV001012,0,10,793
FEV001014,0,10,794
FEV001015,0,10,795
FEV001019,0,10,796
FEV001020,0,10,797
FEV001021,0,10,798
FEV001023,0,10,799
FEV001024,0,10,800
FEV001025,0,10,801
FEV001026,0,10,802
FEV001027,0,10,803
FEV001028,0,10,804
FEV001030,0,10,805
FEV001031,0,10,806
FEV001032,0,10,807
FEV001033,0,10,808
FEV001034,0,10,809
FEV001035,0,10,810
FEV001036,0,10,811
FEV001037,0,10,812
FEV001038,0,10,813
FEV001039,0,10,814
FEV001040,0,10,815
FEV001041,0,10,816
FEV001042,0,10,817
FEV001043,0,10,818
FEV001044,0,10,819
FEV001045,0,10,820
FEV001047,0,10,821
FEV001048,0,10,822
FEV001049,0,10,823
FEV001050,0,10,824
FEV001051,0,10,825
FEV001052,0,10,826
FEV001053,0,10,827
FEV001054,0,10,828
FEV001055,0,10,829
FEV001056,0,10,830
FEV001057,0,10,831
FEV001058,0,10,832
FEV001059,0,10,833
FEV001062,0,10,834
FEV001065,0,10,835
FEV001068,0,10,836
FEV001069,0,10,837
FEV001071,0,10,838
FEV001072,0,10,839
FEV001073,0,10,840
FEV001074,0,10,841
FEV001075,0,10,842
FEV001076,0,10,843
FEV001079,0,10,844
FEV001080,0,10,845
FEV001081,0,10,846
FEV001084,0,10,847
FEV001085,0,10,848
FEV001086,0,10,849
FEV001087,0,10,850
FEV001088,0,10,851
FEV001089,0,10,852
FEV001090,0,10,853
FEV001091,0,10,854
FEV001092,0,10,855
FEV001093,0,10,856
FEV001094,0,10,857
FEV001095,0,10,858
FEV001096,0,10,859
FEV001097,0,10,860
FEV001098,0,10,861
FEV001099,0,10,862
FEV001100,0,10,863
FEV001101,0,10,864
FEV001102,0,10,865
FEV001104,0,10,866
FEV001105,0,10,867
FEV001107,0,10,868
FEV001108,0,10,869
FEV001110,0,10,870
FEV001111,0,10,871
FEV001112,0,10,872
FEV001113,0,10,873
FEV001114,0,10,874
FEV001115,0,10,875
FEV001116,0,10,876
FEV001117,0,10,877
FEV001118,0,10,878
FEV001120,0,10,879
FEV001122,0,10,880
FEV001124,0,10,881
FEV001125,0,10,882
FEV001126,0,10,883
FEV001127,0,10,884
FEV001128,0,10,885
FEV001129,0,10,886
FEV001130,0,10,887
FEV001131,0,10,888
FEV001132,0,10,889
FEV001133,0,10,890
FEV001134,0,10,891
FEV001135,0,10,892
FEV001136,0,10,893
FEV001137,0,10,894
FEV001138,0,10,895
FEV001139,0,10,896
FEV001141,0,10,897
FEV001143,0,10,898
FEV001144,0,10,899
FEV001145,0,10,900
FEV001147,0,10,901
FEV001150,0,10,902
FEV001152,0,10,903
FEV001153,0,10,904
FEV001154,0,10,905
FEV001159,0,10,906
FEV001160,0,10,907
FEV001162,0,10,908
FEV001163,0,10,909
FEV001164,0,10,910
FEV001165,0,10,911
FEV001166,0,10,912
FEV001169,0,10,913
FEV001171,0,10,914
FEV001172,0,10,915
FEV001173,0,10,916
FEV001174,0,10,917
FEV001175,0,10,918
FEV001176,0,10,919
FEV001177,0,10,920
FEV001178,0,10,921
FEV001179,0,10,922
FEV001180,0,10,923
FEV001181,0,10,924
FEV001182,0,10,925
FEV001183,0,10,926
FEV001184,0,10,927
FEV001186,0,10,928
FEV001187,0,10,929
FEV001188,0,10,930
FEV001189,0,10,931
FEV001193,0,10,932
FEV001194,0,10,933
FEV001195,0,10,934
FEV001196,0,10,935
FEV001197,0,10,936
FEV001198,0,10,937
FEV001200,0,10,938
FEV001201,0,10,939
FEV001202,0,10,940
FEV001204,0,10,941
FEV001205,0,10,942
FEV001207,0,10,943
FEV001208,0,10,944
FEV001209,0,10,945
FEV001211,0,10,946
FEV001212,0,10,947
FEV001213,0,10,948
FEV001216,0,10,949
FEV001217,0,10,950
FEV001220,0,10,951
FEV001222,0,10,952
FEV001223,0,10,953
FEV001224,0,10,954
FEV001225,0,10,955
FEV001226,0,10,956
FEV001227,0,10,957
FEV001228,0,10,958
FEV001229,0,10,959
FEV001230,0,10,960
FEV001231,0,10,961
FEV001232,0,10,962
FEV001233,0,10,963
FEV001234,0,10,964
FEV001235,0,10,965
FEV001237,0,10,966
FEV001238,0,10,967
FEV001239,0,10,968
FEV001240,0,10,969
FEV001241,0,10,970
FEV001242,0,10,971
FEV001243,0,10,972
FEV001245,0,10,973
FEV001246,0,10,974
FEV001248,0,10,975
FEV001250,0,10,976
FEV001252,0,10,977
FEV001254,0,10,978
FEV001256,0,10,979
FEV001258,0,10,980
FEV001259,0,10,981
FEV001261,0,10,982
FEV001262,0,10,983
FEV001263,0,10,984
FEV001264,0,10,985
FEV001265,0,10,986
FEV001266,0,10,987
FEV001267,0,10,988
FEV001269,0,10,989
FEV001270,0,10,990
FEV001271,0,10,991
FEV001272,0,10,992
FEV001273,0,10,993
FEV001274,0,10,994
FEV001275,0,10,995
FEV001278,0,10,996
FEV001279,0,10,997
FEV001281,0,10,998
FEV001282,0,10,999
FEV001284,0,10,1000
FEV001285,0,10,1001
FEV001287,0,10,1002
FEV001288,0,10,1003
FEV001289,0,10,1004
FEV001290,0,10,1005
FEV001291,0,10,1006
FEV001293,0,10,1007
FEV001294,0,10,1008
FEV001295,0,10,1009
FEV001296,0,10,1010
FEV001298,0,10,1011
FEV001299,0,10,1012
FEV001300,0,10,1013
FEV001302,0,10,1014
FEV001303,0,10,1015
FEV001304,0,10,1016
FEV001305,0,10,1017
FEV001306,0,10,1018
FEV001308,0,10,1019
FEV001310,0,10,1020
FEV001311,0,10,1021
FEV001314,0,10,1022
FEV001316,0,10,1023
FEV001317,0,10,1024
FEV001318,0,10,1025
FEV001320,0,10,1026
FEV001321,0,10,1027
FEV001322,0,10,1028
FEV001323,0,10,1029
FEV001324,0,10,1030
FEV001326,0,10,1031
FEV001327,0,10,1032
FEV001328,0,10,1033
FEV001329,0,10,1034
FEV001331,0,10,1035
FEV001335,0,10,1036
FEV001336,0,10,1037
FEV001337,0,10,1038
FEV001338,0,10,1039
FEV001339,0,10,1040
FEV001340,0,10,1041
FEV001341,0,10,1042
FEV001342,0,10,1043
FEV001344,0,10,1044
FEV001345,0,10,1045
FEV001346,0,10,1046
FEV001347,0,10,1047
FEV001348,0,10,1048
FEV001350,0,10,1049
FEV001351,0,10,1050
FEV001352,0,10,1051
FEV001353,0,10,1052
FEV001355,0,10,1053
FEV001356,0,10,1054
FEV001357,0,10,1055
FEV001358,0,10,1056
FEV001360,0,10,1057
FEV001361,0,10,1058
FEV001362,0,10,1059
FEV001363,0,10,1060
FEV001365,0,10,1061
FEV001367,0,10,1062
FEV001368,0,10,1063
FEV001369,0,10,1064
FEV001371,0,10,1065
FEV001373,0,10,1066
FEV001374,0,10,1067
FEV001375,0,10,1068
FEV001376,0,10,1069
FEV001377,0,10,1070
FEV001378,0,10,1071
FEV001379,0,10,1072
FEV001380,0,10,1073
FEV001381,0,10,1074
FEV001382,0,10,1075
FEV001383,0,10,1076
FEV001384,0,10,1077
FEV001386,0,10,1078
FEV001390,0,10,1079
FEV001391,0,10,1080
FEV001392,0,10,1081
FEV001393,0,10,1082
FEV001394,0,10,1083
FEV001395,0,10,1084
FEV001396,0,10,1085
FEV001398,0,10,1086
FEV001399,0,10,1087
FEV001400,0,10,1088
FEV001401,0,10,1089
FEV001402,0,10,1090
FEV001403,0,10,1091
FEV001404,0,10,1092
FEV001405,0,10,1093
FEV001406,0,10,1094
FEV001407,0,10,1095
FEV001408,0,10,1096
FEV001409,0,10,1097
FEV001411,0,10,1098
FEV001412,0,10,1099
FEV001413,0,10,1100
FEV001414,0,10,1101
FEV001415,0,10,1102
FEV001416,0,10,1103
FEV001417,0,10,1104
FEV001418,0,10,1105
FEV001420,0,10,1106
FEV001421,0,10,1107
FEV001422,0,10,1108
FEV001423,0,10,1109
FEV001424,0,10,1110
FEV001425,0,10,1111
FEV001427,0,10,1112
FEV001428,0,10,1113
FEV001429,0,10,1114
FEV001430,0,10,1115
FEV001431,0,10,1116
FEV001432,0,10,1117
FEV001433,0,10,1118
FEV001434,0,10,1119
FEV001435,0,10,1120
FEV001436,0,10,1121
FEV001437,0,10,1122
FEV001438,0,10,1123
FEV001439,0,10,1124
FEV001440,0,10,1125
FEV001441,0,10,1126
FEV001442,0,10,1127
FEV001443,0,10,1128
FEV001444,0,10,1129
FEV001445,0,10,1130
FEV001447,0,10,1131
FEV001448,0,10,1132
FEV001449,0,10,1133
FEV001451,0,10,1134
FEV001452,0,10,1135
FEV001453,0,10,1136
FEV001454,0,10,1137
FEV001455,0,10,1138
FEV001456,0,10,1139
FEV001457,0,10,1140
FEV001458,0,10,1141
FEV001460,0,10,1142
FEV001462,0,10,1143
FEV001463,0,10,1144
FEV001464,0,10,1145
FEV001465,0,10,1146
FEV001466,0,10,1147
FEV001467,0,10,1148
FEV001468,0,10,1149
